submissionID,studyCountry,stud_adm1,lond_stud_adm1,lat_stud_adm1,studyCity,studyLon,studyLat,birthCountry,countryID,birthCity,contactCountry,cont_adm1,long_cont_adm1,lat_cont_adm1,contactCity,contactLon,contactLat,weight	
SInt-AUTH-NM-290-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Lesbos,26.28370102,39.29403315,Afghanistan,1,Mazari Sharif,Afghanistan,Balkh,67.2185,36.6851,Balkh,66.8980826,36.7581256,2	
SInt-AUTH-NM-277-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Hirat,Germany,Berlin,13.4213,52.5131,Berlin,13.3888599,52.5170365,1	
SInt-AUTH-NM-276-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Badakhshan,Iran,Bushehr,51.4225,28.8273,Bushehr,51.3204877,28.8936645,2	
SInt-AUTH-NM-291-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Lesbos,26.28370102,39.29403315,Afghanistan,1,Ghazni,Afghanistan,Ghazni,67.8006,33.4079,Ghazni,67.828989,33.3149631,2	
SInt-AUTH-NM-279-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Wardak,Germany,Hamburg,10.0344,53.559,Hamburg,10.000654,53.550341,2	
SInt-AUTH-NM-284-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Hirat,Afghanistan,Hirat,62.4845,34.1551,Herat,62.2164003,34.3508273,2	
SInt-AUTH-NM-275-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Kabul,Afghanistan,Kabul,69.3846,34.4949,Kabul,69.1776838,34.5260109,17	
SInt-AUTH-NM-286-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Kabul,UK,Liverpool,-2.9327,53.4312,Liverpool,-2.99168,53.4071991,1	
SInt-AUTH-NM-295-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Lesbos,26.28370102,39.29403315,Afghanistan,1,Kabul,Australia,New South Wales,146.781,-32.4751,Sydney,151.2164539,-33.8548157,2	
SInt-AUTH-NM-285-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Hirat,Iran,Razavi Khorasan,58.7976,35.584,Mashhad,59.6059232,36.2974945,2	
SInt-AUTH-NM-293-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Lesbos,26.28370102,39.29403315,Afghanistan,1,Kabul,France,Rh̫ne,4.64841,45.841,Lyon,4.8320114,45.7578137,1	
SInt-AUTH-NM-284-GRC,Greece,Voreio Aigaio,25.2262,39.9531,Chios,26.05713365,38.38279204,Afghanistan,1,Hirat,Iran,Tehran,51.6548,35.5146,Tehran,51.3896004,35.6892523,4	
SInt-AUTH-ST-007-GRC,Greece,Attiki,23.7997,38.0626,Athens,23.7265735,37.98398982,DR Congo,2,Katanga,Greece,Attiki,23.7997,38.0626,Athens,23.7283052,37.9839412,2	
SInt-AUTH-ST-005-GRC,Greece,Attiki,23.7997,38.0626,Athens,23.7265735,37.98398982,DR Congo,2,Katanga,Greece,Kentriki Makedonia,22.8519,40.8836,Thessaloniki,22.95203484,40.63095871,2	
SInt-AUTH-ST-011-GRC,Greece,Attiki,23.7997,38.0626,Athens,23.7265735,37.98398982,DR Congo,2,Kinshasa,DR Congo,Kinshasa City,15.8492,-4.49522,Kinshasa,15.3125974,-4.3217055,2	
SInt-AUTH-ST-005-GRC,Greece,Attiki,23.7997,38.0626,Athens,23.7265735,37.98398982,DR Congo,2,Katanga,Greece,Voreio Aigaio,25.2262,39.9531,Samos,26.81929189,37.72461615,1	
SInt-ULEI-SL-049-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,Belgium,Brussels,4.36266,50.8332,Brussels,4.359779196,50.84373495,3	
SInt-ULEI-JR-048-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Burundi,Bujumbura Mairie,29.3689,-3.39861,Bujumbura,29.36261589,-3.361246268,6	
SInt-ULEI-JR-036-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Mwenga,Tanzania,Dar-Es-Salaam,39.2857,-6.89289,Dar-es-Salaam,39.27625184,-6.802981056,2	
SInt-ULEI-JR-059-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Mwenga,USA,District of Columbia,-77.0113,38.8922,Washington DC,-77.0365427,38.8950368,2	
SInt-ULEI-JR-059-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Mwenga,United Arab Emirates,Dubay,55.3436,24.9508,Dubai,55.18853865,25.07428235,1	
SInt-ULEI-SL-068-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,Uganda,Kampala,32.6048,0.360019,Kampala,32.5813539,0.3177137,6	
SInt-ULEI-SL-070-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kalehe,DR Congo,Katanga,26.2512,-8.48374,Haut Katanga province,28.0960296,-10.68200782,10	
SInt-ULEI-JR-048-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Rwanda,Kigali City,30.1253,-1.92643,Kigali,30.061507,-1.950851,7	
SInt-ULEI-SL-059-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,DR Congo,Kinshasa City,15.8492,-4.49522,Kinshasa,15.3125974,-4.3217055,17	
SInt-ULEI-JR-006-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,South Africa,KwaZulu-Natal,30.8231,-28.7468,Durban,31.009909,-29.861825,3	
SInt-ULEI-SL-070-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kalehe,DR Congo,Maniema,26.0336,-3.26017,Kindu,25.83094812,-2.39266755,4	
SInt-ULEI-JR-010-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,Kenya,Nairobi,36.9039,-1.29384,Nairobi,36.82606122,-1.30316895,1	
SInt-ULEI-JR-078-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,Australia,New South Wales,146.781,-32.4751,Sydney,151.2164539,-33.8548157,1	
SInt-ULEI-SL-077-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,DR Congo,Nord-Kivu,28.5939,-0.659128,Goma,29.225652,-1.6665685,42	
SInt-ULEI-JR-054-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Germany,Nordrhein-Westfalen,7.65708,51.6146,Bonn,7.10066,50.735851,2	
SInt-ULEI-SL-070-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kalehe,DR Congo,Orientale,26.785,2.40438,Kisangani,25.2057292,0.5184021,3	
SInt-ULEI-JR-049-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,Norway,Oslo,10.6419,60.0237,Oslo,10.7389701,59.9133301,1	
SInt-ULEI-JR-043-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,France,Paris,2.34347,48.8594,Paris,2.3514616,48.8566969,1	
SInt-ULEI-JR-058-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kalehe,Canada,Qu̩bec,-73.7168,52.2593,Montreal,-73.6103642,45.4972159,6	
SInt-ULEI-JR-054-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Italy,Roma,12.7308,41.965,Rome,12.4829321,41.8933203,1	
SInt-ULEI-SL-077-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,DR Congo,Sud-Kivu,28.1159,-3.10474,Fizi,28.88063156,-4.2696783,179	
SInt-ULEI-JR-033-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,USA,Texas,-98.7607,31.131,Texas,-99.5120986,31.8160381,2	
SInt-ULEI-JR-039-COD,DR Congo,Sud-Kivu,28.1159,-3.10474,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,UK,Westminster,-0.161651,51.5115,London,-0.1276474,51.5073219,1	
SInt-AAU-Bhy-010-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Canada,Alberta,-115,55.2816,Edmonton,-113.507996,53.535411,1	
SInt-AAU-Ytk-018-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Maekel Region,Eritrea,Anseba,39.0563,15.2792,Asmara,38.9326763,15.3389667,8	
SInt-AAU-Sgt-001-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Germany,Berlin,13.4213,52.5131,Berlin,13.3888599,52.5170365,3	
SInt-AAU-Bhy-008-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Gash-Barka,UK,Birmingham,-1.81614,52.4782,Birmingham,-1.9026911,52.4796992,1	
SInt-AAU-Bhy-018-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,South Sudan,Central Equatoria,31.2854,4.68142,Juba,31.5951655,4.8472017,1	
SInt-AAU-Bhy-039-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,Eritrea,Debub,40.1691,15.6179,Massawa,39.45323249,15.60973572,1	
SInt-AAU-Ytk-015-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Maekel Region,USA,District of Columbia,-77.0113,38.8922,Washington DC,-77.0365427,38.8950368,4	
SInt-AAU-Bhy-030-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Germany,Hamburg,10.0344,53.559,Hamburg,10.000654,53.550341,5	
SInt-AAU-Bhy-011-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Germany,Hessen,8.95873,50.6098,Frankfurt,8.6820917,50.1106444,10	
SInt-AAU-Ytk-001-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Denmark,Hovedstaden,12.3198,55.8486,Copenhagen,12.5700724,55.6867243,4	
SInt-AAU-Sgt-015-ET,Ethiopia,Addis Ababa,38.7815,8.966,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,USA,Indiana,-86.1396,39.8874,Indiana,-86.1746933,40.3270127,3	
