submissionID,studyCountry,studyCity,studyLon,studyLat,birthCountry,countryID,birthCity,contactCountry,contactCity,contactLon,contactLat,weight,internal
SInt-ULEI-SL-077-COD,DR Congo,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,DR Congo,Fizi,28.88063156,-4.2696783,257,1
SInt-AAU-Sgt-037-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Ethiopia,99,Addis Ababa,Ethiopia,Addis Ababa,38.7612525,9.0107934,6,1
SInt-AUTH-NM-244-GRC,Greece,Athens,23.7265735,37.98398982,Afghanistan,1,Kunduz,Greece,Athens,23.7265735,37.98398982,8,1
SInt-FIERI-FR-002-ITA,Italy,Basaldella,13.2359222,46.0626085,Afghanistan,1,Parwan,Italy,Udine,13.23694604,46.0656251,26,1
SInt-YU-KM-022-JOR,Jordan,Ajloun,35.8128458,32.3600834,Syria,4,Dar`a,Jordan,Ajloun,35.8128458,32.3600834,1,1
SInt-SHARP-AI-009-PAK,Pakistan,Islamabad,73.035,33.7352,Afghanistan,1,Logar,Pakistan,Attock,72.35999201,33.76681271,138,1
SInt-ULEI-JR-078-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,Australia,Sydney,151.2164539,-33.8548157,1,0
SInt-ULEI-SL-049-COD,DR Congo,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,Belgium,Brussels,4.359779196,50.84373495,3,0
SInt-ULEI-JR-048-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Burundi,Bujumbura,29.36261589,-3.361246268,6,0
SInt-ULEI-JR-058-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kalehe,Canada,Montreal,-73.6103642,45.4972159,6,0
SInt-ULEI-JR-043-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,France,Paris,2.3514616,48.8566969,1,0
SInt-ULEI-JR-054-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Germany,Bonn,7.10066,50.735851,2,0
SInt-ULEI-JR-054-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Italy,Rome,12.4829321,41.8933203,1,0
SInt-ULEI-JR-010-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,Kenya,Nairobi,36.82606122,-1.30316895,1,0
SInt-ULEI-JR-049-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,Norway,Oslo,10.7389701,59.9133301,1,0
SInt-ULEI-JR-048-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,Rwanda,Kigali,30.061507,-1.950851,7,0
SInt-ULEI-JR-006-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,South Africa,Durban,31.009909,-29.861825,3,0
SInt-ULEI-JR-036-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Mwenga,Tanzania,Dar-es-Salaam,39.27625184,-6.802981056,3,0
SInt-ULEI-SL-068-COD,DR Congo,Bukavu - Bagira,28.8529724,-2.508456945,DR Congo,2,Kabare,Uganda,Kampala,32.5813539,0.3177137,6,0
SInt-ULEI-JR-039-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Kabare,UK,London,-0.1276474,51.5073219,1,0
SInt-ULEI-JR-059-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Mwenga,United Arab Emirates,Dubai,55.18853865,25.07428235,1,0
SInt-ULEI-JR-033-COD,DR Congo,Bukavu - Kadatu,28.8529724,-2.508456945,DR Congo,2,Walungu,USA,Texas,-99.5120986,31.8160381,4,0
SInt-AAU-Sgt-024-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Angola,,17.5691241,-11.8775768,2,0
SInt-AAU-Ytk-019-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Australia,Sydney,151.2164539,-33.8548157,15,0
SInt-AAU-Ytk-019-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Belgium,,4.6667145,50.6402809,2,0
SInt-AAU-Bhy-010-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Canada,Edmonton,-113.507996,53.535411,13,0
SInt-AAU-Ytk-001-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Denmark,Copenhagen,12.5700724,55.6867243,5,0
SInt-AAU-Ytk-007-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Ethiopia,99,Addis Ababa,Eritrea,Asmara,38.9326763,15.3389667,22,0
SInt-AAU-Bhy-004-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,Finland,,25.9209164,63.2467777,2,0
SInt-AAU-Sgt-015-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,France,Paris,2.3514616,48.8566969,2,0
SInt-AAU-Ytk-009-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Germany,Bonn,7.10066,50.735851,29,0
SInt-AAU-Bhy-032-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Israel,Tel Aviv,34.7818064,32.0852997,10,0
SInt-AAU-Ytk-003-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Italy,Rome,12.4829321,41.8933203,3,0
SInt-AAU-Sgt-005-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Maekel Region,Netherlands,Amsterdam,4.8936041,52.3727598,4,0
SInt-AAU-Awe-030-ET,Ethiopia,Tigray - Mai Aini,38.153946,13.654018,Eritrea,3,Debub Region,New Zealand,Auckland,174.7582685,-36.85618562,2,0
SInt-AAU-Ytk-037-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Debub Region,Norway,Oslo,10.7389701,59.9133301,7,0
SInt-AAU-Ytk-023-ET,Ethiopia,Addis - Bole Arabsa,38.7146778,9.0295451,Eritrea,3,Maekel Region,Qatar,Doha,51.5158119,25.317513,1,0
SInt-AAU-Sgt-003-ET,Ethiopia,Addis - Mebrathayil,38.7146778,9.0295451,Eritrea,3,Debub Region,Russia,Moscow,37.61595328,55.74733301,1,0
